Tiempo,Inclinación pelvis::Y,Oblicuidad pelvis::Y,Rotación pelvis::Y,Inclinación pelvis (Normal):YInf,Inclinación pelvis (Normal):YSup,Oblicuidad pelvis (Normal):YInf,Oblicuidad pelvis (Normal):YSup,Rotación pelvis (Normal):YInf,Rotación pelvis (Normal):YSup,Tiempo,Flexo-extensión cadera derecha::Y,Flexo-extensión cadera izquierda::Y,Flexo-extensión cadera derecha (Normal):YInf,Flexo-extensión cadera derecha (Normal):YSup,Flexo-extensión cadera izquierda (Normal):YInf,Flexo-extensión cadera izquierda (Normal):YSup,Tiempo,Aducción-abducción cadera derecha::Y,Aducción-abducción cadera izquierda::Y,Aducción-abducción cadera derecha (Normal):YInf,Aducción-abducción cadera derecha (Normal):YSup,Aducción-abducción cadera izquierda (Normal):YInf,Aducción-abducción cadera izquierda (Normal):YSup,Tiempo,Rotación cadera derecha::Y,Rotación cadera izquierda::Y,Tiempo,Flexo-extensión rodilla derecha::Y,Flexo-extensión rodilla izquierda::Y,Flexo-extensión rodilla derecha (Normal):YInf,Flexo-extensión rodilla derecha (Normal):YSup,Flexo-extensión rodilla izquierda (Normal):YInf,Flexo-extensión rodilla izquierda (Normal):YSup,Tiempo,Abducción-aducción rodilla derecha::Y,Abducción-aducción rodilla izquierda::Y,Abducción-aducción rodilla derecha (Normal):YInf,Abducción-aducción rodilla derecha (Normal):YSup,Abducción-aducción rodilla izquierda (Normal):YInf,Abducción-aducción rodilla izquierda (Normal):YSup,Tiempo,Rotación rodilla derecha::Y,Rotación rodilla izquierda::Y,Tiempo,Inclinación pelvis::Y,Oblicuidad pelvis::Y,Rotación pelvis::Y,Tiempo,Flexo-extensión cadera derecha::Y,Flexo-extensión cadera izquierda::Y,Tiempo,Aducción-abducción cadera derecha::Y,Aducción-abducción cadera izquierda::Y,Tiempo,Rotación cadera derecha::Y,Rotación cadera izquierda::Y,Tiempo,Flexo-extensión rodilla derecha::Y,Flexo-extensión rodilla izquierda::Y,Tiempo,Abducción-aducción rodilla derecha::Y,Abducción-aducción rodilla izquierda::Y,Tiempo,Rotación rodilla derecha::Y,Rotación rodilla izquierda::Y,Tiempo,Inclinación pelvis::Y,Oblicuidad pelvis::Y,Rotación pelvis::Y,Tiempo,Flexo-extensión cadera derecha::Y,Flexo-extensión cadera izquierda::Y,Tiempo,Aducción-abducción cadera derecha::Y,Aducción-abducción cadera izquierda::Y,Tiempo,Rotación cadera derecha::Y,Rotación cadera izquierda::Y,Tiempo,Flexo-extensión rodilla derecha::Y,Flexo-extensión rodilla izquierda::Y,Tiempo,Abducción-aducción rodilla derecha::Y,Abducción-aducción rodilla izquierda::Y,Tiempo,Rotación rodilla derecha::Y,Rotación rodilla izquierda::Y
20.3744,-7.36507,-9.55369,-5.34629,,,,,,,20.3744,-2.12563,49.4418,,,,,20.3744,-2.28054,-7.85335,,,,,20.3744,6.32196,7.5488,20.3744,8.89092,84.9089,,,,,20.3744,-7.13532,-14.6958,,,,,20.3744,6.15067,-13.4284,20.3744,-0.109363,15.0118,9.3013,20.3744,3.01142,-29.2927,20.3744,13.7919,21.712,20.3744,-4.53703,-24.7097,20.3744,-7.63035,-48.988,20.3744,6.94773,13.8352,20.3744,6.3942,25.975,20.3744,86.5784,73.8825,86.6071,20.3744,163.503,-624.588,20.3744,88.0499,-29.4181,20.3744,-137.477,484.974,20.3744,72.2829,-70.6722,20.3744,-19.3058,265.638,20.3744,-177.79,256.25
20.3844,-7.36084,-9.39988,-5.24956,,,,,,,20.3844,-2.08428,49.1187,,,,,20.3844,-2.13903,-7.63976,,,,,20.3844,6.37804,7.76906,20.3844,8.82154,84.4151,,,,,20.3844,-7.06863,-14.5433,,,,,20.3844,6.17383,-13.1774,20.3844,0.890684,15.6469,10.0634,20.3844,5.22188,-35.2861,20.3844,14.4793,20.986,20.3844,-6.74248,-19.4342,20.3844,-5.96819,-50.029,20.3844,6.32737,16.6029,20.3844,11.5028,30.1891,20.3844,78.7885,49.6143,85.6678,20.3844,163.215,-623.283,20.3844,69.7982,-33.246,20.3844,-144.792,483.631,20.3844,116.619,-121.772,20.3844,-39.9485,267.608,20.3844,-194.204,270.973
20.3944,-7.34726,-9.24075,-5.14502,,,,,,,20.3944,-2.02119,48.736,,,,,20.3944,-1.99095,-7.43363,,,,,20.3944,6.45681,7.93749,20.3944,8.77156,83.9083,,,,,20.3944,-7.00877,-14.3638,,,,,20.3944,6.17081,-12.9007,20.3944,1.75307,16.0799,10.8694,20.3944,7.30166,-41.2138,20.3944,15.1181,20.2658,20.3944,-8.98302,-14.4189,20.3944,-3.83921,-51.6304,20.3944,5.62155,19.2092,20.3944,11.7184,31.8344,20.3944,71.2033,27.8728,85.1736,20.3944,156.196,-619.829,20.3944,54.2173,-32.0445,20.3944,-143.471,469.549,20.3944,150.17,-180.744,20.3944,-53.8634,264.058,20.3944,-201.711,281.61
20.4044,-7.32578,-9.07828,-5.03217,,,,,,,20.4044,-1.93824,48.2944,,,,,20.4044,-1.83666,-7.23444,,,,,20.4044,6.5577,8.05744,20.4044,8.74476,83.3825,,,,,20.4044,-6.9562,-14.1591,,,,,20.4044,6.14017,-12.5984,20.4044,2.46837,16.3209,11.7273,20.4044,9.15086,-47.0844,20.4044,15.7264,19.6379,20.4044,-11.0788,-9.7924,20.4044,-1.42965,-53.8441,20.4044,4.9031,21.615,20.4044,3.4874,32.0507,20.4044,64.4441,8.93641,84.7147,20.4044,143.203,-613.748,20.4044,40.9225,-26.2822,20.4044,-133.027,444.397,20.4044,171.386,-244.41,20.4044,-61.2244,255.767,20.4044,-200.229,287.471
20.4144,-7.29789,-8.91433,-4.91047,,,,,,,20.4144,-1.83818,47.7944,,,,,20.4144,-1.67642,-7.04087,,,,,20.4144,6.67838,8.13333,20.4144,8.74297,82.8314,,,,,20.4144,-6.91071,-13.9315,,,,,20.4144,6.08206,-12.2705,20.4144,3.04005,16.3817,12.6344,20.4144,10.6917,-52.907,20.4144,16.3037,19.1727,20.4144,-12.8603,-5.64117,20.4144,1.0654,-56.6956,20.4144,4.22978,23.8048,20.4144,-10.4111,35.6602,20.4144,59.1389,-6.99339,83.8634,20.4144,125.47,-604.401,20.4144,29.4892,-16.8063,20.4144,-113.712,410.243,20.4144,179.616,-309.627,20.4144,-62.5806,243.559,20.4144,-190.395,287.865
20.4244,-7.26498,-8.75065,-4.77948,,,,,,,20.4244,-1.72441,47.2363,,,,,20.4244,-1.51059,-6.85099,,,,,20.4244,6.81491,8.17026,20.4244,8.76606,82.2486,,,,,20.4244,-6.8716,-13.683,,,,,20.4244,5.99835,-11.9172,20.4244,3.48499,16.2783,13.5777,20.4244,11.8729,-58.6851,20.4244,16.8328,18.9192,20.4244,-14.1876,-2.0113,20.4244,3.45616,-60.186,20.4244,3.64339,25.7834,20.4244,-18.0462,38.739,20.4244,55.8539,-19.7895,82.2227,20.4244,104.577,-591.024,20.4244,19.5286,-4.78048,20.4244,-86.4527,369.38,20.4244,175.115,-373.386,20.4244,-58.7798,228.191,20.4244,-173.504,282.094
20.4344,-7.22819,-8.58877,-4.63892,,,,,,,20.4344,-1.60072,46.6207,,,,,20.4344,-1.33977,-6.66249,,,,,20.4344,6.96213,8.17356,20.4344,8.81209,81.6277,,,,,20.4344,-6.83784,-13.4158,,,,,20.4344,5.89253,-11.5387,20.4344,3.83286,16.0323,14.5352,20.4344,12.6723,-64.4114,20.4344,17.2845,18.9004,20.4344,-14.964,1.08671,20.4344,5.57189,-64.2902,20.4344,3.17051,27.5724,20.4344,-19.7834,38.2668,20.4344,55.026,-29.4024,79.4691,20.4344,82.2908,-572.799,20.4344,10.7448,8.40464,20.4344,-52.7246,324.157,20.4344,158.974,-432.896,20.4344,-50.8831,210.274,20.4344,-151.382,269.475
20.4444,-7.18832,-8.43,-4.48878,,,,,,,20.4444,-1.47096,45.9481,,,,,20.4444,-1.1649,-6.47298,,,,,20.4444,7.11419,8.14853,20.4444,8.8775,80.9628,,,,,20.4444,-6.80819,-13.1316,,,,,20.4444,5.76935,-11.1354,20.4444,4.12519,15.6722,15.4784,20.4444,13.0984,-70.0615,20.4444,17.6253,19.1137,20.4444,-15.145,3.67298,20.4444,7.27296,-68.961,20.4444,2.82457,29.2025,20.4444,-22.5235,38.681,20.4444,56.9029,-35.8664,75.3898,20.4444,60.404,-548.938,20.4444,2.96936,21.2398,20.4444,-14.3913,276.822,20.4444,132.994,-485.664,20.4444,-40.0773,190.219,20.4444,-126.204,249.387
20.4544,-7.14568,-8.27533,-4.32935,,,,,,,20.4544,-1.33875,45.2194,,,,,20.4544,-0.987261,-6.28021,,,,,20.4544,7.26504,8.1001,20.4544,8.95755,80.2485,,,,,20.4544,-6.78135,-12.8318,,,,,20.4544,5.63437,-10.7077,20.4544,4.41363,15.2318,16.3742,20.4544,13.1901,-75.5911,20.4544,17.8251,19.532,20.4544,-14.7378,5.79267,20.4544,8.45995,-74.1352,20.4544,2.60856,30.7041,20.4544,-25.4295,41.6878,20.4544,61.4988,-39.3087,69.9062,20.4544,40.5696,-518.787,20.4544,-3.83062,32.2135,20.4544,26.477,229.404,20.4544,99.511,-529.562,20.4544,-27.5921,168.222,20.4544,-100.273,221.347
20.4644,-7.10005,-8.12536,-4.16129,,,,,,,20.4644,-1.20716,44.4362,,,,,20.4644,-0.808397,-6.08234,,,,,20.4644,7.40895,8.03267,20.4644,9.0467,79.4801,,,,,20.4644,-6.75602,-12.5175,,,,,20.4644,5.49328,-10.2565,20.4644,4.75667,14.7489,17.1886,20.4644,13.0142,-80.9311,20.4644,17.8649,20.1094,20.4644,-13.7949,7.50794,20.4644,9.0795,-79.7344,20.4644,2.51813,32.0979,20.4644,-22.8172,43.1862,20.4644,68.5723,-39.957,63.0839,20.4644,24.1615,-481.926,20.4644,-9.5706,39.9288,20.4644,67.7823,183.62,20.4644,61.1881,-562.901,20.4644,-14.6257,144.288,20.4644,-75.7859,185.108
20.4744,-7.05055,-7.98035,-3.98558,,,,,,,20.4744,-1.07847,43.6008,,,,,20.4744,-0.629962,-5.87803,,,,,20.4744,7.54093,7.94994,20.4744,9.13914,78.6538,,,,,20.4744,-6.73098,-12.1898,,,,,20.4744,5.35127,-9.78355,20.4744,5.21448,14.2614,17.8909,20.4744,12.6613,-85.9875,20.4744,17.7428,20.7865,20.4744,-12.4015,8.88605,20.4744,9.12642,-85.6651,20.4744,2.54416,33.3847,20.4744,-15.5109,39.7488,20.4744,77.6299,-38.1431,55.127,20.4744,12.1651,-438.268,20.4744,-14.0886,43.211,20.4744,107.554,140.832,20.4744,20.8009,-584.477,20.4744,-2.28101,118.279,20.4744,-54.5969,140.759
20.4844,-6.99576,-7.84014,-3.80347,,,,,,,20.4844,-0.953936,42.7165,,,,,20.4844,-0.453541,-5.6666,,,,,20.4844,7.65698,7.85495,20.4844,9.22923,77.7668,,,,,20.4844,-6.70514,-11.8498,,,,,20.4844,5.21247,-9.29134,20.4844,5.84188,13.8041,18.4581,20.4844,12.2363,-90.6441,20.4844,17.4756,21.4968,20.4844,-10.6614,9.98406,20.4844,8.641,-91.8179,20.4844,2.67498,34.5387,20.4844,-12.1792,35.4069,20.4844,87.9574,-34.3012,46.3582,20.4844,5.11007,-388.121,20.4844,-17.2001,41.1979,20.4844,144.071,102.029,20.4844,-18.9745,-593.626,20.4844,8.48625,89.9883,20.4844,-38.0291,88.8031
20.4944,-6.93371,-7.70427,-3.61642,,,,,5.463,-2.147,20.4944,-0.833739,41.7879,,,-7.615,3.755,20.4944,-0.280451,-5.44809,,,3.729,9.197,20.4944,7.75416,7.75026,20.4944,9.31196,76.8174,,,-0.692,10.552,20.4944,-6.67748,-11.499,,,-3.782,0.628,20.4944,5.07949,-8.78383,20.4944,6.67999,13.4054,18.8788,20.4944,11.8479,-94.7706,20.4944,17.0982,22.1705,20.4944,-8.68118,10.8353,20.4944,7.70164,-98.0652,20.4944,2.89745,35.5045,20.4944,-11.351,35.7353,20.4944,98.6773,-28.9573,37.187,20.4944,3.0508,-332.23,20.4944,-18.7572,33.4094,20.4944,175.935,67.8416,20.4944,-55.7444,-590.25,20.4944,16.9084,59.2266,20.4944,-26.7387,30.2248
20.5044,-6.86216,-7.57203,-3.4259,,,,,,,20.5044,-0.716978,40.8211,,,,,20.5044,-0.111578,-5.22319,,,,,20.5044,7.8306,7.63824,20.5044,9.38326,75.8055,,,,,20.5044,-6.64719,-11.1397,,,,,20.5044,4.95326,-8.26654,20.5044,7.74865,13.0859,19.1553,20.5044,11.594,-98.2365,20.5044,16.6591,22.7384,20.5044,-6.55668,11.4439,20.5044,6.41303,-104.263,20.5044,3.19705,36.2029,20.5044,-7.8907,53.6793,20.5044,108.827,-22.7105,28.0708,20.5044,5.59359,-271.764,20.5044,-18.7038,19.7917,20.5044,202.105,38.5701,20.5044,-87.5435,-574.831,20.5044,22.4362,25.8989,20.5044,-20.6573,-33.5045
20.5144,-6.77874,-7.44255,-3.23331,,,,,,,20.5144,-0.60186,39.8232,,,,,20.5144,0.0527317,-4.99332,,,,,20.5144,7.88529,7.52138,20.5144,9.44022,74.7322,,,,,20.5144,-6.61354,-10.775,,,,,20.5144,4.83302,-7.7466,20.5144,9.04067,12.8569,19.3026,20.5144,11.5493,-100.93,20.5144,16.2139,23.1336,20.5144,-4.36206,11.7914,20.5144,4.89173,-110.256,20.5144,3.5563,36.5446,20.5144,-6.37321,68.4608,20.5144,117.452,-16.2072,19.4716,20.5144,11.9664,-208.257,20.5144,-17.1176,0.733662,20.5144,221.89,14.2227,20.5144,-112.931,-548.414,20.5144,24.7595,-9.92603,20.5144,-19.0195,-100.466
20.5244,-6.68134,-7.31489,-3.03984,,,,,,,20.5244,-0.485992,38.8025,,,,,20.5244,0.2127,-4.76052,,,,,20.5244,7.91784,7.40242,20.5244,9.4811,73.6003,,,,,20.5244,-6.57606,-10.4088,,,,,20.5244,4.71656,-7.23263,20.5244,10.5197,12.721,19.3459,20.5244,11.7555,-102.776,20.5244,15.8163,23.2932,20.5244,-2.14455,11.8552,20.5244,3.25232,-115.892,20.5244,3.9516,36.4525,20.5244,-6.93054,70.8385,20.5244,123.695,-10.1079,11.8154,20.5244,21.1217,-143.515,20.5244,-14.2318,-22.9441,20.5244,234.914,-5.45077,20.5244,-131.035,-512.564,20.5244,23.8171,-47.9689,20.5244,-20.4726,-168.393
20.5344,-6.56835,-7.18813,-2.84639,,,,,,,20.5344,-0.36675,37.7677,,,,,20.5344,0.369058,-4.52746,,,,,20.5344,7.92818,7.28428,20.5344,9.50527,72.4143,,,,,20.5344,-6.53451,-10.0459,,,,,20.5344,4.6006,-6.73416,20.5344,12.1235,12.6722,19.3153,20.5344,12.2166,-103.755,20.5344,15.5099,23.1601,20.5344,0.074172,11.631,20.5344,1.59616,-121.036,20.5344,4.35011,35.8821,20.5344,-5.14183,68.1683,20.5344,126.889,-5.04994,5.4575,20.5344,31.8581,-79.4815,20.5344,-10.4343,-50.0293,20.5344,241.07,-20.9281,20.5344,-141.55,-469.291,20.5344,19.7959,-87.7138,20.5344,-23.2575,-234.82
20.5444,-6.43887,-7.06145,-2.65354,,,,,,,20.5444,-0.24166,36.7274,,,,,20.5444,0.522899,-4.29732,,,,,20.5444,7.91636,7.1698,20.5444,9.51302,71.1796,,,,,20.5444,-6.48906,-9.69118,,,,,20.5444,4.48134,-6.26099,20.5444,13.7712,12.6971,19.2408,20.5444,12.9018,-103.905,20.5444,15.3216,22.687,20.5444,2.29013,11.1508,20.5444,0.00424385,-125.591,20.5444,4.70829,34.833,20.5444,-2.03323,55.7625,20.5444,126.614,-1.60832,0.656796,20.5444,42.9461,-18.0939,20.5444,-6.24456,-78.9831,20.5444,240.47,-32.8862,20.5444,-144.686,-420.938,20.5444,13.1163,-128.404,20.5444,-25.4388,-297.262
20.5544,-6.29292,-6.93419,-2.46158,,,,,,,20.5544,-0.108715,35.6896,,,,,20.5544,0.67549,-4.07372,,,,,20.5544,7.88238,7.06126,20.5544,9.50535,69.9025,,,,,20.5544,-6.44035,-9.34926,,,,,20.5544,4.35511,-5.8223,20.5544,15.3744,12.7755,19.1483,20.5544,13.7538,-103.321,20.5544,15.2583,21.8424,20.5544,4.50425,10.4864,20.5544,-1.4648,-129.509,20.5544,4.97437,33.3462,20.5544,-2.81372,41.0992,20.5544,122.743,-0.257492,-2.44093,20.5544,53.2444,38.8634,20.5544,-2.27022,-108.029,20.5544,233.403,-42.168,20.5544,-141.091,-370.056,20.5544,4.40264,-169.052,20.5544,-25.1562,-353.405
20.5643,-6.13138,-6.80594,-2.27057,,,,,,,20.5643,0.033416,34.661,,,,,20.5643,0.828064,-3.86047,,,,,20.5643,7.82627,6.96007,20.5643,9.48372,68.5895,,,,,20.5643,-6.38957,-9.02425,,,,,20.5643,4.21895,-5.42591,20.5643,16.85,12.8814,19.0577,20.5643,14.7018,-102.137,20.5643,15.3077,20.6186,20.5643,6.70846,9.73883,20.5643,-2.77238,-132.791,20.5643,5.09496,31.4883,20.5643,-7.56416,31.0658,20.5643,115.442,-1.33691,-3.80898,20.5643,61.7931,89.8815,20.5643,0.849009,-135.259,20.5643,220.312,-49.7372,20.5643,-131.744,-319.252,20.5643,-5.56405,-208.455,20.5643,-20.8677,-401.288
20.5743,-5.95592,-6.67656,-2.08042,,,,,,,20.5743,0.185322,33.6468,,,,,20.5743,0.981645,-3.66135,,,,,20.5743,7.74821,6.86649,20.5743,9.4499,67.2467,,,,,20.5743,-6.33845,-8.7195,,,,,20.5743,4.07123,-5.07777,20.5743,18.1308,12.9844,18.9825,20.5743,15.6753,-100.507,20.5743,15.4432,19.037,20.5743,8.8738,9.01361,20.5743,-3.89543,-135.486,20.5743,5.02498,29.3287,20.5743,-13.4983,26.6788,20.5743,105.144,-5.02357,-3.53708,20.5743,67.8769,133.819,20.5743,2.50378,-158.756,20.5743,201.782,-56.6111,20.5743,-117.852,-271.054,20.5743,-15.9081,-245.221,20.5743,-11.5529,-439.432
20.5843,-5.76877,-6.54625,-1.89092,,,,,,,20.5843,0.346922,32.6508,,,,,20.5843,1.13693,-3.47973,,,,,20.5843,7.6488,6.77979,20.5843,9.40582,65.8797,,,,,20.5843,-6.28907,-8.43768,,,,,20.5843,3.91202,-4.78167,20.5843,19.1739,13.0504,18.9313,20.5843,16.6147,-98.5779,20.5843,15.6292,17.15,20.5843,10.9444,8.39298,20.5843,-4.82159,-137.674,20.5843,4.7384,26.92,20.5843,-19.9139,20.7867,20.5843,92.4953,-11.3132,-1.82209,20.5843,71.0556,169.944,20.5843,2.1771,-176.71,20.5843,178.543,-63.7718,20.5843,-100.727,-227.76,20.5843,-25.7342,-277.798,20.5843,3.14889,-466.924
20.5943,-5.57244,-6.41555,-1.7018,,,,,,,20.5943,0.517616,31.6753,,,,,20.5943,1.29423,-3.31835,,,,,20.5943,7.52932,6.69863,20.5943,9.35347,64.4932,,,,,20.5943,-6.24368,-8.1811,,,,,20.5943,3.74336,-4.5392,20.5943,19.9626,13.0439,18.9095,20.5943,17.4773,-96.4786,20.5943,15.8275,15.0393,20.5943,12.84,7.91273,20.5943,-5.545,-139.451,20.5943,4.23748,24.2897,20.5943,-22.8931,14.1193,20.5943,78.277,-20.0135,1.04609,20.5943,71.1616,197.935,20.5943,-0.500917,-187.546,20.5943,151.464,-72.0595,20.5943,-81.6953,-191.32,20.5943,-34.2089,-304.511,20.5943,22.8831,-483.42
20.6043,-5.36951,-6.28537,-1.51273,4.376,10.908,-1.59,1.746,,,20.6043,0.696469,30.7213,-19.612,-10.644,,,20.6043,1.45348,-3.17895,0.433,5.259,,,20.6043,7.392,6.62154,20.6043,9.29492,63.0907,6.275,16.775,,,20.6043,-6.20432,-7.95189,-4.494,-0.116,,,20.6043,3.56912,-4.34995,20.6043,20.5046,12.9297,18.9214,20.6043,18.2377,-94.3075,20.6043,16.0005,12.8112,20.6043,14.4663,7.55103,20.6043,-6.06403,-140.921,20.6043,3.55799,21.4455,20.6043,-21.5221,9.82513,20.6043,63.3183,-30.7498,4.70228,20.6043,68.2727,217.841,20.6043,-5.71151,-190.016,20.6043,121.549,-82.0582,20.6043,-61.9984,-163.245,20.6043,-40.638,-323.622,20.6043,46.6146,-489.093
20.6143,-5.16235,-6.15696,-1.32337,,,,,,,20.6143,0.882371,29.7891,,,,,20.6143,1.61424,-3.06212,,,,,20.6143,7.24,6.54761,20.6143,9.23219,61.6748,,,,,20.6143,-6.17252,-7.75219,,,,,20.6143,3.3947,-4.21186,20.6143,20.8264,12.6756,18.9712,20.6143,18.8841,-92.131,20.6143,16.1126,10.59,20.6143,15.7321,7.23231,20.6143,-6.38118,-142.182,20.6143,2.76735,18.3924,20.6143,-20.9629,5.57671,20.6143,48.4096,-42.985,8.72564,20.6143,62.6645,230.009,20.6143,-13.4212,-183.293,20.6143,89.9123,-93.9927,20.6143,-42.7267,-144.53,20.6143,-44.5312,-333.404,20.6143,72.746,-484.51
20.6243,-4.95299,-6.03186,-1.13331,,,,,,,20.6243,1.07415,28.8786,,,,,20.6243,1.77573,-2.96715,,,,,20.6243,7.07736,6.47689,20.6243,9.16729,60.2471,,,,,20.6243,-6.14897,-7.58404,,,,,20.6243,3.22644,-4.12158,20.6243,20.9668,12.2551,19.0623,20.6243,19.4122,-89.9881,20.6243,16.1286,8.50804,20.6243,16.5659,6.84588,20.6243,-6.50554,-143.331,20.6243,1.95477,15.1544,20.6243,-30.1357,4.5929,20.6243,34.2255,-56.0518,12.6614,20.6243,54.7529,235.003,20.6243,-23.3739,-167.016,20.6243,57.731,-107.653,20.6243,-24.7649,-135.616,20.6243,-45.6441,-332.25,20.6243,99.3053,-470.476
20.6343,-4.74302,-5.91185,-0.94212,,,,,,,20.6343,1.27062,27.9893,,,,,20.6343,1.93681,-2.89196,,,,,20.6343,6.90868,6.41069,20.6343,9.10208,58.8082,,,,,20.6343,-6.13342,-7.4491,,,,,20.6343,3.07093,-4.07493,20.6343,20.9695,11.6518,19.1966,20.6343,19.8198,-87.9,20.6343,16.0122,6.69332,20.6343,16.9305,6.27484,20.6343,-6.45761,-144.46,20.6343,1.21374,11.7942,20.6343,-52.2167,5.43518,20.6343,21.266,-69.1971,16.0439,20.6343,45.0327,233.511,20.6343,-35.1034,-141.32,20.6343,26.1824,-122.363,20.6343,-8.76,-136.381,20.6343,-43.9907,-318.801,20.6343,124.174,-447.857
20.6443,-4.5336,-5.79882,-0.749375,,,,,6.469,-1.313,20.6443,1.47055,27.1206,,,-9.807,1.135,20.6443,2.09597,-2.83328,,,3.602,8.802,20.6443,6.73875,6.3514,20.6443,9.03814,57.3579,,,-1.267,9.207,20.6443,-6.1247,-7.34815,,,-3.446,0.744,20.6443,2.93408,-4.06728,20.6443,20.8768,10.8619,19.3714,20.6443,20.103,-85.8798,20.6443,15.7272,5.25731,20.6443,16.8318,5.42753,20.6443,-6.27203,-145.66,20.6443,0.621819,8.42509,20.6443,-42.1478,0.778961,20.6443,9.82037,-81.6343,18.4221,20.6443,34.0191,226.275,20.6443,-47.9634,-106.832,20.6443,-3.63207,-136.998,20.6443,4.89111,-146.137,20.6443,-39.824,-292.088,20.6443,145.325,-417.412
20.6543,-4.32548,-5.69461,-0.554693,,,,,,,20.6543,1.67267,26.2717,,,,,20.6543,2.25135,-2.78682,,,,,20.6543,6.57204,6.30214,20.6543,8.97664,55.895,,,,,20.6543,-6.12099,-7.2806,,,,,20.6543,2.82031,-4.09382,20.6543,20.7256,9.89664,19.578,20.6543,20.2555,-83.9417,20.6543,15.2425,4.28581,20.6543,16.3213,4.26209,20.6543,-5.99546,-147.019,20.6543,0.224662,5.20964,20.6543,6.92902,-3.71895,20.6543,-0.0432014,-92.6,19.3846,20.6543,22.196,214.032,20.6543,-61.1762,-64.6331,20.6543,-30.7623,-150.064,20.6543,16.0324,-163.673,20.6543,-33.5887,-251.678,20.6543,161.038,-379.658
20.6643,-4.11908,-5.60089,-0.357815,,,,,,,20.6643,1.87566,25.4418,,,,,20.6643,2.40082,-2.74756,,,,,20.6643,6.41232,6.26616,20.6643,8.91823,54.4175,,,,,20.6643,-6.12021,-7.24396,,,,,20.6643,2.73193,-4.14983,20.6643,20.5438,8.78193,19.8016,20.6643,20.2727,-82.1039,20.6643,14.5407,3.83427,20.6643,15.4898,2.79627,20.6643,-5.67799,-148.623,20.6643,0.0310659,2.34513,20.6643,32.8732,-8.56285,20.6643,-8.46462,-101.41,18.5857,20.6643,9.974,197.486,20.6643,-73.8936,-16.2144,20.6643,-54.4746,-159.812,20.6643,24.7209,-187.305,20.6643,-25.8538,-197.795,20.6643,170.065,-334.787
20.6743,-3.9146,-5.51898,-0.15866,,,,,,,20.6743,2.07813,24.6297,,,,,20.6743,2.54217,-2.71013,,,,,20.6743,6.26225,6.24621,20.6743,8.86308,52.9225,,,,,20.6743,-6.12037,-7.23369,,,,,20.6743,2.66897,-4.23083,20.6743,20.3497,7.55706,20.0227,20.6743,20.1552,-80.3884,20.6743,13.627,3.9281,20.6743,14.4519,1.10006,20.6743,-5.36127,-150.537,20.6743,0.0198603,0.0382185,20.6743,18.4433,-12.5275,20.6743,-15.7572,-107.51,15.7715,20.6743,-2.3386,177.301,20.6743,-85.267,36.5942,20.6743,-74.2917,-164.4,20.6743,31.1821,-214.941,20.6743,-17.2357,-131.415,20.6743,171.718,-282.658
20.6843,-3.71209,-5.44975,0.0426399,,,,,,,20.6843,2.27876,23.834,,,,,20.6843,2.67336,-2.669,,,,,20.6843,6.12328,6.24415,20.6843,8.811,51.4067,,,,,20.6843,-6.11981,-7.2432,,,,,20.6843,2.62939,-4.33262,20.6843,20.152,6.271,20.2199,20.6843,19.9122,-78.8144,20.6843,12.5323,4.56741,20.6843,13.3247,-0.724649,20.6843,-5.07102,-152.803,20.6843,0.152826,-1.5239,20.6843,-2.2213,-16.354,20.6843,-22.357,-110.513,10.8022,20.6843,-14.5523,154.126,20.6843,-94.5179,91.6968,20.6843,-90.0006,-162.066,20.6843,35.7527,-244.171,20.6843,-8.32377,-54.3092,20.6843,165.891,-222.862
20.6943,-3.51156,-5.39356,0.245739,,,,,,,20.6943,2.47637,23.0534,,,,,20.6943,2.79282,-2.61878,,,,,20.6943,5.99575,6.26071,20.6943,8.76166,49.8665,,,,,20.6943,-6.11731,-7.26417,,,,,20.6943,2.60971,-4.45135,20.6943,19.9509,4.97789,20.3726,20.6943,19.5604,-77.3944,20.6943,11.3108,5.73424,20.6943,12.2062,-2.5686,20.6943,-4.81591,-155.42,20.6943,0.38619,-2.19703,20.6943,-4.07677,-19.0125,20.6943,-28.7623,-110.229,3.67136,20.6943,-26.5979,128.628,20.6943,-101.003,146.809,20.6943,-101.628,-151.304,20.6943,38.8168,-272.359,20.6943,0.380254,30.9727,20.6943,153,-154.87
20.7043,-3.31307,-5.35019,0.450091,,,,,,,20.7043,2.66997,22.2861,,,,,20.7043,2.89958,-2.55432,,,,,20.7043,5.87916,6.29553,20.7043,8.71469,48.2983,,,,,20.7043,-6.11209,-7.28714,,,,,20.7043,2.6056,-4.58338,20.7043,19.7386,3.73216,20.4617,20.7043,19.1206,-76.1333,20.7043,10.0306,7.4002,20.7043,11.1621,-4.333,20.7043,-4.5918,-158.343,20.7043,0.677776,-1.89235,20.7043,2.8801,-8.50372,20.7043,-35.4689,-106.666,-5.47895,20.7043,-38.5122,101.543,20.7043,-104.263,199.54,20.7043,-109.384,-131.038,20.7043,40.7439,-296.746,20.7043,8.50334,121.172,20.7043,133.876,-78.2411
