Tiempo,Inclinación pelvis::Y,Oblicuidad pelvis::Y,Rotación pelvis::Y,Inclinación pelvis (Normal):YInf,Inclinación pelvis (Normal):YSup,Oblicuidad pelvis (Normal):YInf,Oblicuidad pelvis (Normal):YSup,Rotación pelvis (Normal):YInf,Rotación pelvis (Normal):YSup,Tiempo,Flexo-extensión cadera derecha::Y,Flexo-extensión cadera izquierda::Y,Flexo-extensión cadera derecha (Normal):YInf,Flexo-extensión cadera derecha (Normal):YSup,Flexo-extensión cadera izquierda (Normal):YInf,Flexo-extensión cadera izquierda (Normal):YSup,Tiempo,Aducción-abducción cadera derecha::Y,Aducción-abducción cadera izquierda::Y,Aducción-abducción cadera derecha (Normal):YInf,Aducción-abducción cadera derecha (Normal):YSup,Aducción-abducción cadera izquierda (Normal):YInf,Aducción-abducción cadera izquierda (Normal):YSup,Tiempo,Rotación cadera derecha::Y,Rotación cadera izquierda::Y,Tiempo,Flexo-extensión rodilla derecha::Y,Flexo-extensión rodilla izquierda::Y,Flexo-extensión rodilla derecha (Normal):YInf,Flexo-extensión rodilla derecha (Normal):YSup,Flexo-extensión rodilla izquierda (Normal):YInf,Flexo-extensión rodilla izquierda (Normal):YSup,Tiempo,Abducción-aducción rodilla derecha::Y,Abducción-aducción rodilla izquierda::Y,Abducción-aducción rodilla derecha (Normal):YInf,Abducción-aducción rodilla derecha (Normal):YSup,Abducción-aducción rodilla izquierda (Normal):YInf,Abducción-aducción rodilla izquierda (Normal):YSup,Tiempo,Rotación rodilla derecha::Y,Rotación rodilla izquierda::Y,Tiempo,Inclinación pelvis::Y,Oblicuidad pelvis::Y,Rotación pelvis::Y,Tiempo,Flexo-extensión cadera derecha::Y,Flexo-extensión cadera izquierda::Y,Tiempo,Aducción-abducción cadera derecha::Y,Aducción-abducción cadera izquierda::Y,Tiempo,Rotación cadera derecha::Y,Rotación cadera izquierda::Y,Tiempo,Flexo-extensión rodilla derecha::Y,Flexo-extensión rodilla izquierda::Y,Tiempo,Abducción-aducción rodilla derecha::Y,Abducción-aducción rodilla izquierda::Y,Tiempo,Rotación rodilla derecha::Y,Rotación rodilla izquierda::Y,Tiempo,Inclinación pelvis::Y,Oblicuidad pelvis::Y,Rotación pelvis::Y,Tiempo,Flexo-extensión cadera derecha::Y,Flexo-extensión cadera izquierda::Y,Tiempo,Aducción-abducción cadera derecha::Y,Aducción-abducción cadera izquierda::Y,Tiempo,Rotación cadera derecha::Y,Rotación cadera izquierda::Y,Tiempo,Flexo-extensión rodilla derecha::Y,Flexo-extensión rodilla izquierda::Y,Tiempo,Abducción-aducción rodilla derecha::Y,Abducción-aducción rodilla izquierda::Y,Tiempo,Rotación rodilla derecha::Y,Rotación rodilla izquierda::Y
0,0.312178,0.0126228,0.207194,,,,,,,0,0.0800986,0.0674054,,,,,0,-0.0106708,0.0549406,,,,,0,0.0658763,0.425558,0,0.0654844,-0.133207,,,,,0,-0.0454826,0.012482,,,,,0,-0.450102,-0.070715,0,0.0117451,-0.0507173,-0.141472,0,0.0494983,-0.0218563,0,0.0050765,-0.00889134,0,0.328131,0.178991,0,-0.182601,-0.121454,0,0.0394231,-0.00188919,0,0.973129,0.691986,0,0.133811,0.0390125,-2.45663,0,0.390092,0.256537,0,-0.000443682,-0.74492,0,0.811869,0.390043,0,-1.33995,-0.215498,0,0.478646,-0.042727,0,1.6885,-1.116
0.00999725,0.312295,0.0121365,0.205999,,,,,,,0.00999725,0.0805585,0.0671931,,,,,0.00999725,-0.0106486,0.0549192,,,,,0.00999725,0.0628608,0.423896,0.00999725,0.0638185,-0.134347,,,,,0.00999725,-0.0451499,0.0124797,,,,,0.00999725,-0.44268,-0.06787,0.00999725,0.0117451,-0.0507173,-0.141472,0.00999725,0.0494983,-0.0218563,0.00999725,0.0050765,-0.00889134,0.00999725,0.328131,0.178991,0.00999725,-0.182601,-0.121454,0.00999725,0.0394231,-0.00188919,0.00999725,0.973129,0.691986,0.00999725,0.133811,0.0390125,-2.45663,0.00999725,0.390092,0.256537,0.00999725,-0.000443682,-0.74492,0.00999725,0.811869,0.390043,0.00999725,-1.33995,-0.215498,0.00999725,0.478646,-0.042727,0.00999725,1.6885,-1.116
0.0199945,0.312412,0.0116084,0.204365,,,,,,,0.0199945,0.0810886,0.0669682,,,,,0.0199945,-0.0105693,0.0547628,,,,,0.0199945,0.0593137,0.421978,0.0199945,0.0618324,-0.135636,,,,,0.0199945,-0.0446941,0.0124442,,,,,0.0199945,-0.434036,-0.0648621,0.0199945,0.0120252,-0.0538948,-0.187089,0.0199945,0.0565968,-0.0221115,0.0199945,0.0108094,-0.023506,0.0199945,0.376672,0.202531,0.0199945,-0.213729,-0.134541,0.0199945,0.0519384,-0.00517536,0.0199945,0.91629,0.578308,0.0199945,0.167089,0.0895515,-2.86777,0.0199945,0.475264,0.30023,0.0199945,-0.109704,-0.8195,0.0199945,0.347912,0.329951,0.0199945,-1.43931,-0.149956,0.0199945,0.40563,-0.0124643,0.0199945,0.8084,-1.4735
0.0299918,0.312535,0.0110586,0.202257,,,,,,,0.0299918,0.0816904,0.0667509,,,,,0.0299918,-0.0104324,0.0544491,,,,,0.0299918,0.0553273,0.419845,0.0299918,0.0595439,-0.137038,,,,,0.0299918,-0.0441112,0.0123762,,,,,0.0299918,-0.42438,-0.0618233,0.0299918,0.012961,-0.0549519,-0.235198,0.0299918,0.0639372,-0.0201728,0.0299918,0.0161141,-0.0398019,0.0299918,0.413956,0.221309,0.0299918,-0.242472,-0.143924,0.0299918,0.0643356,-0.00811936,0.0299918,1.3195,0.463104,0.0299918,0.197897,0.152335,-3.2107,0.0299918,0.556378,0.333309,0.0299918,-0.242307,-0.862676,0.0299918,-0.292447,0.238232,0.0299918,-1.46597,-0.0538364,0.0299918,0.276681,0.0286542,0.0299918,-0.397494,-1.82896
0.039989,0.312672,0.0105094,0.199661,,,,,,,0.039989,0.0823673,0.0665648,,,,,0.039989,-0.010247,0.0539668,,,,,0.039989,0.0510346,0.417552,0.039989,0.0569829,-0.138514,,,,,0.039989,-0.0434074,0.0122818,,,,,0.039989,-0.414004,-0.0588918,0.039989,0.0149012,-0.0537958,-0.283679,0.039989,0.0716437,-0.0158552,0.039989,0.0199704,-0.0565717,0.039989,0.436447,0.23413,0.039989,-0.267783,-0.149119,0.039989,0.0754533,-0.0101239,0.039989,1.51215,0.421906,0.039989,0.223468,0.226441,-3.45739,0.039989,0.629076,0.351064,0.039989,-0.390692,-0.869603,0.039989,-1.09277,0.121824,0.039989,-1.40796,0.0704035,0.039989,0.0913158,0.0796264,0.039989,-1.8884,-2.15537
0.0499863,0.312833,0.0099827,0.196584,,,,,,,0.0499863,0.0831233,0.0664338,,,,,0.0499863,-0.010033,0.0533177,,,,,0.0499863,0.0465984,0.415163,0.0499863,0.0541883,-0.140021,,,,,0.0499863,-0.0426021,0.0121737,,,,,0.0499863,-0.403269,-0.0561971,0.0499863,0.0180006,-0.0505382,-0.330299,0.0499863,0.0797343,-0.00940152,0.0499863,0.0213412,-0.0724778,0.0499863,0.44183,0.240237,0.0499863,-0.288904,-0.150032,0.0499863,0.0839474,-0.0106353,0.0499863,1.31607,0.431442,0.0499863,0.241113,0.31031,-3.58583,0.0499863,0.68948,0.349722,0.0499863,-0.543385,-0.839369,0.0499863,-2.01686,-0.00764653,0.0499863,-1.26001,0.217126,0.0499863,-0.144938,0.138399,0.0499863,-3.58502,-2.42485
0.0599835,0.313032,0.00949861,0.193055,,,,,,,0.0599835,0.083962,0.0663767,,,,,0.0599835,-0.00982017,0.0525172,,,,,0.0599835,0.042198,0.412747,0.0599835,0.0512049,-0.141515,,,,,0.0599835,-0.0417285,0.0120691,,,,,0.0599835,-0.392572,-0.0538456,0.0599835,0.0220999,-0.0454566,-0.373025,0.0599835,0.0880498,-0.00153743,0.0599835,0.0193999,-0.0862798,0.0599835,0.429166,0.239478,0.0599835,-0.305352,-0.146937,0.0599835,0.0884809,-0.00928454,0.0599835,1.13373,0.376511,0.0599835,0.248562,0.402035,-3.58139,0.0599835,0.734386,0.327171,0.0599835,-0.685583,-0.77532,0.0599835,-3.01057,-0.135398,0.0599835,-1.02417,0.37811,0.0599835,-0.420348,0.202121,0.0599835,-5.37523,-2.61229
0.0699808,0.313275,0.00907357,0.189123,,,,,,,0.0699808,0.0848843,0.066403,,,,,0.0699808,-0.00964499,0.0515921,,,,,0.0699808,0.0380151,0.410373,0.0699808,0.0480812,-0.142959,,,,,0.0699808,-0.0408325,0.011988,,,,,0.0699808,-0.382326,-0.0519094,0.0699808,0.0267312,-0.0389459,-0.410337,0.0699808,0.0962548,0.0066109,0.0699808,0.0137183,-0.0970218,0.0699808,0.398763,0.23248,0.0699808,-0.316866,-0.140392,0.0699808,0.0879472,-0.00598235,0.0699808,1.12343,0.250244,0.0699808,0.244263,0.499675,-3.43692,0.0699808,0.76128,0.283531,0.0699808,-0.800328,-0.684688,0.0699808,-4.00588,-0.245815,0.0699808,-0.709417,0.543531,0.0699808,-0.717601,0.26758,0.0699808,-7.12495,-2.69911
0.079978,0.313566,0.00871969,0.184848,,,,,,,0.079978,0.0858871,0.066509,,,,,0.079978,-0.00954581,0.0505768,,,,,0.079978,0.0342227,0.408098,0.079978,0.0448675,-0.144323,,,,,0.079978,-0.0399695,0.0119495,,,,,0.079978,-0.37292,-0.0504194,0.079978,0.0312135,-0.03146,-0.441433,0.079978,0.103928,0.013737,0.079978,0.00436702,-0.10415,0.079978,0.351903,0.220686,0.079978,-0.323322,-0.131132,0.079978,0.0816504,-0.000934536,0.079978,1.14441,-0.030899,0.079978,0.227578,0.601489,-3.15212,0.079978,0.768245,0.221387,0.079978,-0.870147,-0.577616,0.079978,-4.92686,-0.325058,0.079978,-0.330774,0.703102,0.079978,-1.01518,0.33172,0.079978,-8.69221,-2.67607
0.0899753,0.313899,0.00844437,0.180294,,,,,,,0.0899753,0.0869628,0.0666777,,,,,0.0899753,-0.00955765,0.0495091,,,,,0.0899753,0.030977,0.40596,0.0899753,0.0416148,-0.145582,,,,,0.0899753,-0.0391995,0.0119693,,,,,0.0899753,-0.364692,-0.0493645,0.0899753,0.03483,-0.0234336,-0.466236,0.0899753,0.110708,0.0186555,0.0899753,-0.00806586,-0.107568,0.0899753,0.290604,0.206187,0.0899753,-0.324647,-0.119935,0.0899753,0.0694163,0.00541783,0.0899753,1.08681,-0.357819,0.0899753,0.198828,0.706028,-2.73234,0.0899753,0.75378,0.145633,0.0899753,-0.878969,-0.465767,0.0899753,-5.69641,-0.363497,0.0899753,0.0921667,0.847151,0.0899753,-1.2893,0.392131,0.0899753,-9.94225,-2.54497
0.0999725,0.314263,0.00825102,0.175524,,,,,,,0.0999725,0.0881012,0.0668821,,,,,0.0999725,-0.00970713,0.0484254,,,,,0.0999725,0.0284106,0.403974,0.0999725,0.0383746,-0.146721,,,,,0.0999725,-0.0385812,0.0120578,,,,,0.0999725,-0.357904,-0.048697,0.0999725,0.0370517,-0.0151914,-0.485198,0.0999725,0.116427,0.0205938,0.0999725,-0.0225157,-0.107634,0.0999725,0.21752,0.191343,0.0999725,-0.320801,-0.107537,0.0999725,0.0516523,0.0125041,0.0999725,1.05133,-0.45166,0.0999725,0.159154,0.812063,-2.18738,0.0999725,0.716598,0.0628963,0.0999725,-0.814082,-0.360734,0.0999725,-6.24328,-0.357539,0.0999725,0.536843,0.9675,0.0999725,-1.51623,0.447417,0.0999725,-10.7617,-2.31886
0.10997,0.314641,0.00814055,0.170591,,,,,,,0.10997,0.0892914,0.0670896,,,,,0.10997,-0.010008,0.0473564,,,,,0.10997,0.0266266,0.402133,0.10997,0.0351988,-0.147733,,,,,0.10997,-0.0381664,0.0122194,,,,,0.10997,-0.352715,-0.0483443,0.10997,0.0376716,-0.00687474,-0.498969,0.10997,0.121166,0.0193641,0.10997,-0.0375216,-0.105107,0.10997,0.135984,0.178283,0.10997,-0.311796,-0.0945836,0.10997,0.0293629,0.019741,0.10997,0.841522,-0.304031,0.10997,0.110239,0.918356,-1.53053,0.10997,0.655479,-0.0193616,0.10997,-0.667882,-0.272489,0.10997,-6.50864,-0.310585,0.10997,0.979434,1.05807,0.10997,-1.67466,0.497348,0.10997,-11.0704,-2.02081
0.119967,0.315016,0.00811352,0.165544,,,,,,,0.119967,0.0905246,0.0672694,,,,,0.119967,-0.0104576,0.0463233,,,,,0.119967,0.025691,0.400408,0.119967,0.0321387,-0.148613,,,,,0.119967,-0.0379939,0.0124527,,,,,0.119967,-0.349168,-0.0482237,0.119967,0.0368252,0.00158511,-0.508009,0.119967,0.125205,0.0153702,0.119967,-0.0513487,-0.101043,0.119967,0.0500839,0.168477,0.119967,-0.29776,-0.0816137,0.119967,0.00410229,0.0266306,0.119967,-0.082016,-0.0926971,0.119967,0.0539577,1.02336,-0.778043,0.119967,0.569227,-0.0939101,0.119967,-0.439192,-0.208083,0.119967,-6.45172,-0.23301,0.119967,1.39657,1.1152,0.119967,-1.74788,0.542776,0.119967,-10.8287,-1.6815
0.129964,0.315377,0.00817225,0.16043,,,,,,,0.129964,0.0917955,0.067397,,,,,0.129964,-0.0110349,0.0453356,,,,,0.129964,0.0256249,0.398763,0.129964,0.0292436,-0.149365,,,,,0.129964,-0.0380844,0.012752,,,,,0.129964,-0.347184,-0.0482563,0.129964,0.0349149,0.0104325,-0.512291,0.129964,0.128897,0.00947043,0.129964,-0.0621709,-0.0966363,0.129964,-0.0353702,0.162515,0.129964,-0.278995,-0.0690565,0.129964,-0.0221696,0.0328301,0.129964,-0.656128,0.158691,0.129964,-0.00796616,1.12487,0.050959,0.129964,0.456806,-0.154797,0.129964,-0.133977,-0.170789,0.129964,-6.05393,-0.141192,0.129964,1.76693,1.13762,0.129964,-1.72551,0.585307,0.129964,-10.0413,-1.33608
0.139962,0.315715,0.00832217,0.155298,,,,,,,0.139962,0.0931025,0.0674588,,,,,0.139962,-0.011701,0.0443906,,,,,0.139962,0.0263984,0.397158,0.139962,0.0265588,-0.149994,,,,,0.139962,-0.0384373,0.0131093,,,,,0.139962,-0.346578,-0.0483771,0.139962,0.0324592,0.0199987,-0.511178,0.139962,0.132507,0.00275224,0.139962,-0.0683139,-0.0930458,0.139962,-0.115101,0.16019,0.139962,-0.256024,-0.0572175,0.139962,-0.0473298,0.0381941,0.139962,-0.715637,0.37117,0.139962,-0.0742016,1.21979,0.93428,0.139962,0.317644,-0.198192,0.139962,0.23466,-0.159789,0.139962,-5.3213,-0.0557512,0.139962,2.07265,1.12629,0.139962,-1.60463,0.626796,0.139962,-8.75542,-1.02059
0.149959,0.316026,0.00857222,0.150207,,,,,,,0.149959,0.0944456,0.0674521,,,,,0.149959,-0.0124012,0.0434746,,,,,0.149959,0.027927,0.395559,0.149959,0.0241231,-0.150509,,,,,0.149959,-0.039031,0.0135159,,,,,0.149959,-0.347074,-0.0485396,0.149959,0.0299245,0.0305885,-0.503513,0.149959,0.136074,-0.00370778,0.149959,-0.0685071,-0.0912085,0.149959,-0.183813,0.160787,0.149959,-0.229609,-0.0462823,0.149959,-0.0693863,0.0427971,0.149959,-0.736237,0.370026,0.149959,-0.143894,1.30402,1.84637,0.149959,0.152085,-0.222876,0.149959,0.647208,-0.170425,0.149959,-4.2848,0.00076592,0.149959,2.30051,1.08403,0.149959,-1.39007,0.668739,0.149959,-7.05544,-0.768477
0.159956,0.316313,0.00893394,0.145228,,,,,,,0.159956,0.095824,0.0673846,,,,,0.159956,-0.0130711,0.0425664,,,,,0.159956,0.0300746,0.393942,0.159956,0.0219666,-0.15092,,,,,0.159956,-0.039825,0.0139652,,,,,0.159956,-0.348342,-0.0487136,0.159956,0.0275955,0.0423843,-0.487868,0.159956,0.139314,-0.00905171,0.159956,-0.0620628,-0.0916999,0.159956,-0.236718,0.163448,0.159956,-0.200754,-0.0363417,0.159956,-0.08674,0.0469248,0.159956,-0.453186,0.226974,0.159956,-0.216574,1.37248,2.75821,0.159956,-0.0380874,-0.230328,0.159956,1.07914,-0.194973,0.159956,-2.99868,0.00649095,0.159956,2.44277,1.01502,0.159956,-1.09399,0.711679,0.159956,-5.05394,-0.607387
0.169953,0.316578,0.00941991,0.140449,,,,,,,0.169953,0.0972319,0.067271,,,,,0.169953,-0.0136425,0.0416407,,,,,0.169953,0.0326613,0.39229,0.169953,0.020108,-0.151236,,,,,0.169953,-0.0407658,0.0144544,,,,,0.169953,-0.350035,-0.0488809,0.169953,0.0255093,0.0553946,-0.462889,0.169953,0.141619,-0.0127714,0.169953,-0.0489252,-0.0946674,0.169953,-0.270023,0.167471,0.169953,-0.170674,-0.0274308,0.169953,-0.0983475,0.0510211,0.169953,-0.0461578,0.106049,0.169953,-0.291921,1.41936,3.63765,0.169953,-0.249197,-0.224392,0.169953,1.5028,-0.223823,0.169953,-1.53675,-0.0570886,0.169953,2.49764,0.924365,0.169953,-0.734746,0.754728,0.169953,-2.88076,-0.556476
0.179951,0.316823,0.0100418,0.13597,,,,,,,0.179951,0.0986563,0.0671292,,,,,0.179951,-0.0140496,0.040673,,,,,0.179951,0.0354751,0.390593,0.179951,0.0185531,-0.151469,,,,,0.179951,-0.041792,0.0149856,,,,,0.179951,-0.351815,-0.0490296,0.179951,0.0234663,0.0694518,-0.427609,0.179951,0.142153,-0.0147507,0.179951,-0.0295849,-0.0998514,0.179951,-0.281274,0.172381,0.179951,-0.140705,-0.0195846,0.179951,-0.103749,0.0555906,0.179951,0.181198,-0.0675201,0.179951,-0.369436,1.4386,4.45028,0.179951,-0.475382,-0.210615,0.179951,1.8897,-0.24686,0.179951,0.0129938,-0.202597,0.179951,2.46928,0.817594,0.179951,-0.335166,0.795293,0.179951,-0.671392,-0.624326
0.189948,0.317047,0.0108089,0.131897,,,,,,,0.189948,0.100075,0.066976,,,,,0.189948,-0.0142342,0.0396436,,,,,0.189948,0.0382868,0.388843,0.189948,0.0172939,-0.151628,,,,,0.189948,-0.0428408,0.0155662,,,,,0.189948,-0.353382,-0.0491512,0.189948,0.0211209,0.0842485,-0.3817,0.189948,0.140019,-0.0152111,0.189948,-0.00491296,-0.106678,0.189948,-0.269597,0.177757,0.189948,-0.112183,-0.0128597,0.189948,-0.102983,0.0610789,0.189948,0.150681,-0.357437,0.189948,-0.44811,1.42434,5.16103,0.189948,-0.708584,-0.19537,0.189948,2.21276,-0.254901,0.189948,1.55497,-0.434584,0.189948,2.36733,0.700301,0.189948,0.079463,0.829078,0.189948,1.44409,-0.807553
0.199945,0.317246,0.0117268,0.128336,,,,,,,0.199945,0.101457,0.066825,,,,,0.199945,-0.0141479,0.0385395,,,,,0.199945,0.040867,0.387038,0.199945,0.0163095,-0.151726,,,,,0.199945,-0.0438517,0.0162072,,,,,0.199945,-0.354488,-0.0492418,0.199945,0.0181079,0.0993825,-0.325641,0.199945,0.134467,-0.0145875,0.199945,0.0239971,-0.114381,0.199945,-0.235816,0.182916,0.199945,-0.0863098,-0.0073202,0.199945,-0.0964478,0.067765,0.199945,-0.0637054,-0.462341,0.199945,-0.526164,1.37156,5.7362,0.199945,-0.93889,-0.184918,0.199945,2.44865,-0.240949,0.199945,2.99321,-0.747865,0.199945,2.20597,0.577808,0.199945,0.483575,0.85037,0.199945,3.35037,-1.0902
0.209942,0.31741,0.0127966,0.125384,,,,,,,0.209942,0.102764,0.0666843,,,,,0.209942,-0.0137542,0.037356,,,,,0.209942,0.0430031,0.385184,0.209942,0.0155677,-0.151774,,,,,0.209942,-0.0447697,0.0169215,,,,,0.209942,-0.354946,-0.0493076,0.209942,0.0141561,0.114385,-0.260811,0.209942,0.125061,-0.0133954,0.209942,0.0559079,-0.122108,0.209942,-0.182468,0.186624,0.209942,-0.0640575,-0.00300184,0.209942,-0.0847811,0.0757049,0.209942,-0.349808,-0.341415,0.209942,-0.60091,1.27672,6.14589,0.209942,-1.15521,-0.184525,0.209942,2.57967,-0.201137,0.209942,4.23865,-1.12659,0.209942,2.00255,0.454935,0.209942,0.853415,0.852592,0.209942,4.95389,-1.44407
0.21994,0.317529,0.0140145,0.12312,,,,,,,0.21994,0.103958,0.066557,,,,,0.21994,-0.0130297,0.0360973,,,,,0.21994,0.0445164,0.383305,0.21994,0.0150283,-0.151786,,,,,0.21994,-0.0455473,0.0177213,,,,,0.21994,-0.354631,-0.0493726,0.21994,0.00913143,0.12872,-0.189502,0.21994,0.111769,-0.0121322,0.21994,0.08943,-0.128981,0.21994,-0.113671,0.18702,0.21994,-0.0460894,0.00012964,0.21994,-0.0687996,0.0847428,0.21994,0.0888824,-0.304031,0.21994,-0.668774,1.1382,6.36641,0.21994,-1.34625,-0.197765,0.21994,2.59529,-0.135243,0.21994,5.21561,-1.5443,0.21994,1.77591,0.335857,0.21994,1.16887,0.829057,0.21994,6.18708,-1.83014
0.229937,0.317592,0.015371,0.121594,,,,,,,0.229937,0.105,0.0664416,,,,,0.229937,-0.0119656,0.0347764,,,,,0.229937,0.0452765,0.381444,0.229937,0.0146459,-0.151772,,,,,0.229937,-0.0461457,0.0186163,,,,,0.229937,-0.353481,-0.0494852,0.229937,0.00303686,0.141785,-0.114827,0.229937,0.0949703,-0.0112336,0.229937,0.122972,-0.134159,0.229937,-0.0348022,0.181855,0.229937,-0.0326992,0.002186,0.229937,-0.0494869,0.0945519,0.229937,0.764465,-0.0751495,0.229937,-0.725487,0.956779,6.38242,0.229937,-1.50164,-0.22606,0.229937,2.49305,-0.0467058,0.229937,5.86711,-1.96508,0.229937,1.54451,0.224044,0.229937,1.4149,0.773824,0.229937,7.00975,-2.20117
0.239934,0.31759,0.0168502,0.120824,,,,,,,0.239934,0.105857,0.0663324,,,,,0.239934,-0.0105703,0.0334141,,,,,0.239934,0.0452124,0.379668,0.239934,0.0143743,-0.151742,,,,,0.239934,-0.046537,0.0196123,,,,,0.239934,-0.351492,-0.0497212,0.239934,-0.00402927,0.15291,-0.0404719,0.239934,0.0753768,-0.011076,0.239934,0.154727,-0.136905,0.239934,0.0480169,0.169007,0.239934,-0.0237613,0.00334531,0.239934,-0.0279993,0.104656,0.239934,0.498199,0.385666,0.239934,-0.766407,0.73581,6.18848,0.239934,-1.61307,-0.268517,0.239934,2.27884,0.0578426,0.239934,6.15838,-2.34595,0.239934,1.32461,0.122281,0.239934,1.58245,0.682568,0.239934,7.40813,-2.50569
0.249931,0.317512,0.0184292,0.120785,,,,,,,0.249931,0.106507,0.0662201,,,,,0.249931,-0.00887109,0.0320383,,,,,0.249931,0.0443162,0.378064,0.249931,0.0141707,-0.151705,,,,,0.249931,-0.0467057,0.0207095,,,,,0.249931,-0.348705,-0.0501784,0.249931,-0.0119388,0.161402,0.0296932,0.249931,0.0539385,-0.0119977,0.249931,0.182746,-0.136677,0.249931,0.128568,0.147109,0.249931,-0.0187004,0.00383183,0.249931,-0.00565033,0.11443,0.249931,0.341034,0.550461,0.249931,-0.786959,0.481229,5.78973,0.249931,-1.6753,-0.322048,0.249931,1.96639,0.169477,0.249931,6.07842,-2.64045,0.249931,1.1286,0.0327605,0.249931,1.66883,0.553334,0.249931,7.39191,-2.69292
0.259929,0.317351,0.0200782,0.121417,,,,,,,0.259929,0.106936,0.0660924,,,,,0.259929,-0.00691535,0.0306806,,,,,0.259929,0.0426411,0.376726,0.259929,0.0140003,-0.151665,,,,,0.259929,-0.04665,0.0219009,,,,,0.259929,-0.345193,-0.0509644,0.259929,-0.0205383,0.166615,0.0920992,0.259929,0.0317495,-0.0142999,0.259929,0.205126,-0.13322,0.259929,0.20119,0.116059,0.259929,-0.0165065,0.0038825,0.259929,0.0161383,0.123114,0.259929,0.651932,0.546265,0.259929,-0.783137,0.201323,5.20156,0.259929,-1.68686,-0.381752,0.259929,1.57612,0.278199,0.259929,5.63946,-2.80309,0.259929,0.963786,-0.0427668,0.259929,1.67744,0.387083,0.259929,6.99002,-2.71855
0.269926,0.317101,0.0217615,0.122627,,,,,,,0.269926,0.107142,0.0659341,,,,,0.269926,-0.00476857,0.0293739,,,,,0.269926,0.0402924,0.375743,0.269926,0.0138406,-0.151627,,,,,0.269926,-0.0463829,0.0231718,,,,,0.269926,-0.341053,-0.0521772,0.269926,-0.0296324,0.168047,0.143946,0.269926,0.00996068,-0.0182129,0.269926,0.220272,-0.126649,0.269926,0.261331,0.0772417,0.269926,-0.0158269,0.00372157,0.269926,0.0359328,0.129864,0.269926,0.411224,0.350952,0.269926,-0.752016,-0.0937328,4.44851,0.269926,-1.65034,-0.441524,0.269926,1.13327,0.374314,0.269926,4.87455,-2.79438,0.269926,0.831769,-0.102812,0.269926,1.61695,0.187946,0.269926,6.24588,-2.55064
0.279923,0.316758,0.0234392,0.124296,,,,,,,0.279923,0.107135,0.0657282,,,,,0.279923,-0.00250991,0.0281476,,,,,0.279923,0.0374145,0.375181,0.279923,0.0136838,-0.151591,,,,,0.279923,-0.0459314,0.0244982,,,,,0.279923,-0.33639,-0.0538837,0.279923,-0.0389382,0.165441,0.183521,0.279923,-0.0103194,-0.0238303,0.279923,0.227188,-0.117485,0.279923,0.305884,0.0334382,0.279923,-0.0151423,0.00352487,0.279923,0.052448,0.133851,0.279923,0.199127,-0.174332,0.279923,-0.692223,-0.392516,3.56221,0.279923,-1.57225,-0.4948,0.279923,0.665564,0.449794,0.279923,3.83371,-2.58569,0.279923,0.728506,-0.145966,0.279923,1.50002,-0.0368614,0.279923,5.21271,-2.17482
0.28992,0.316322,0.0250703,0.126297,,,,,,,0.28992,0.106936,0.0654575,,,,,0.28992,-0.000224808,0.0270242,,,,,0.28992,0.0341747,0.375074,0.28992,0.0135377,-0.151557,,,,,0.28992,-0.045334,0.0258488,,,,,0.28992,-0.331313,-0.0561021,0.28992,-0.0480399,0.158852,0.210278,0.28992,-0.0281338,-0.0310298,0.28992,0.225716,-0.106635,0.28992,0.333248,-0.0114992,0.28992,-0.0130095,0.0033848,0.28992,0.0647658,0.134381,0.28992,0.330353,-0.586319,0.28992,-0.604305,-0.683114,2.57902,0.28992,-1.46239,-0.535368,0.28992,0.20065,0.499422,0.28992,2.57907,-2.16359,0.28992,0.64514,-0.170757,0.28992,1.34156,-0.277473,0.28992,3.94947,-1.59821
0.299918,0.315797,0.0266162,0.128502,,,,,,,0.299918,0.106573,0.0651076,,,,,0.299918,0.00200441,0.0260149,,,,,0.299918,0.0307495,0.375411,0.299918,0.0134236,-0.151523,,,,,0.299918,-0.0446361,0.0271858,,,,,0.299918,-0.325934,-0.0587918,0.299918,-0.0563785,0.148655,0.224669,0.299918,-0.0427842,-0.0394214,0.299918,0.216651,-0.095267,0.299918,0.343135,-0.0531197,0.299918,-0.00832528,0.00330284,0.299918,0.0725517,0.13101,0.299918,0.330353,-0.69313,0.299918,-0.490934,-0.953916,1.53742,0.299918,-1.33274,-0.558148,0.299918,-0.236459,0.521564,0.299918,1.17964,-1.53278,0.299918,0.569504,-0.175593,0.299918,1.15698,-0.52213,0.299918,2.51756,-0.851091
0.309915,0.315195,0.0280434,0.130791,,,,,,,0.309915,0.10608,0.0646691,,,,,0.309915,0.00410821,0.0251188,,,,,0.309915,0.027312,0.376136,0.309915,0.0133712,-0.151491,,,,,0.309915,-0.0438829,0.028469,,,,,0.309915,-0.320366,-0.0618535,0.309915,-0.0632912,0.13547,0.227773,0.309915,-0.0539161,-0.0483654,0.309915,0.201663,-0.0846134,0.309915,0.336213,-0.0868261,0.309915,-0.000558794,0.00320151,0.309915,0.0761772,0.123633,0.309915,0.310516,-0.701904,0.309915,-0.356888,-1.19435,0.475631,0.309915,-1.19621,-0.559817,0.309915,-0.625526,0.518438,0.309915,-0.293766,-0.717409,0.309915,0.488144,-0.158827,0.309915,0.960341,-0.75817,0.309915,0.978547,0.0138275
